"Показник","Територіальний розріз","Категорія розрізу","Розріз","Кількість працівників","Вид економічної діяльності","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Конфіденційність","Примітки часового ряду","Примітки спостереження","2018","2019","2020","2021","2022","2023","2024"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Машинобудування; виробництво меблів, іншої продукції, ремонт і монтаж машин і устаткування","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.2","0.6","0.8","0.7"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Наукові дослідження та розробки","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Явищ не було./Not observed.","","","","","2.3","","1.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","2.6","5.3","3.2","5.0"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Комп`ютерне програмування та надання інших інформаційних послуг","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","1.9","1.7","4.8","3.3"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Виробництво машин і устатковання, н.в.і.у.","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.6","1.1","2.1","0.7"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Тимчасове розміщування й організація харчування","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","14.1","10.8","14.1","29.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Виробництво електричного устатковання","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","2.8","6.1","5.0","4.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Професійна, наукова та технічна діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","2.5","2.2","1.9","2.8"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Оптова торгівля, крім торгівлі автотранспортними засобами та мотоциклами","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","7.0","8.2","9.2","11.3"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Виробництво харчових продуктів, напоїв і тютюнових виробів; текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів; виготовлення виробів з деревини, паперу та поліграфічна діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.1","0.2","0.2","0.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Виробництво хімічних речовин і хімічної продукції","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Явищ не було./Not observed.","","","","","","",""
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Усього","Усього","Усього","Діяльність туристичних агентств, туристичних операторів, надання інших послуг із бронювання та пов'язана з цим діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","30.8","30.6","27.6","28.2","35.9","39.7","55.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Рекламна діяльність і дослідження кон'юнктури ринку; інша професійна, наукова та технічна діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","6.6","3.8","3.1",""
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Водопостачання; каналізація, поводження з відходами","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.1","0.5","0.6","1.0"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Виробництво харчових продуктів, напоїв і тютюнових виробів","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.1","0.1","0.1","0.3"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Україна","Усього","Наукові дослідження та розробки","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","3.6","3.7","2.5","5.8"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Видавнича діяльність, радіомовлення, телебачення","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","","1.1","1.4","1.1"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Діяльність у сфері адміністративного та допоміжного обслуговування","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.3","0.6","0.6","0.2"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.5","0.5","0.8","2.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Усього","Усього","Усього","Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","4.7","4.1","4.3","4.6","5.4","5.9","7.4"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Рекламна діяльність і дослідження кон'юнктури ринку; інша професійна, наукова та технічна діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Явищ не було./Not observed.","","","","1.6","1.5","",""
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Усього","Усього","Усього","Телекомунікації (електрозв'язок)","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","10.5","9.0","10.6","10.6","10.2","8.6","13.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Будівництво","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Явищ не було./Not observed.","","","","","","",""
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Інформація та телекомунікації","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.9","1.6","2.9","2.2"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Роздрібна торгівля, крім торгівлі автотранспортними засобами та мотоциклами","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Явищ не було./Not observed.","","","","0.0","","","0.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Решта світу","Усього","Виробництво коксу та продуктів нафтоперероблення","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Явищ не було./Not observed.","","","","2.9","3.1","",""
